Name,GW24,GW24*,GW25,GW25*,GW26,GW27,GW28,GW29,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
Jamie Vardy,67.25314751582266,,68.97632532964643,,64.73200044904155,69.08076322888324,91.32789902857525,78.16212954537139,39.38616344284963,67.84668811882604,116.06876700268678,87.45330411553738,74.15951946440708,81.62617803233768,68.36121310955465,52.518284301206535,74.92123756077773
Mohamed Salah,52.45265689402198,,62.28348826278264,,72.92073482306455,72.36303306036682,60.566156161141706,41.93320905906687,51.68524721929863,55.07412720464337,79.13376770842834,65.17439847219062,54.582991028679174,59.21264707707671,92.67507377121176,62.40852994987553,69.82706562443308
Patrick Bamford,51.285057857602325,,60.09720355515561,58.75417444294997,54.64769836860642,53.75272355996242,41.60852793495376,71.80273940659043,72.35612298712907,31.204375841059502,53.28248065143641,54.16036496970801,54.73044111821607,59.3576589077056,61.92531218254869,58.75417444294997,91.95750772261964
Ollie Watkins,52.90376967478927,,50.30943196394487,,75.90034782454512,58.0914122017314,62.5113609088008,69.94118057268405,69.40626660362994,51.504136025441326,30.16290529753324,88.88835370277928,59.73857380693981,52.352720265327754,66.97391925011716,57.37655043753677,40.219810646568725
Dominic Calvert-Lewin,67.00939405395772,29.121261030180595,49.72549476039583,,54.83191393671591,38.83086171141978,57.79135559797157,85.81868772877623,64.66104526265255,51.076793531095454,55.39511150603511,47.86141419479976,50.999574450604605,50.16434559838498,67.5258353306801,56.08528626971445,29.121261030180595
Callum Wilson,37.443021216754204,,48.73827062178622,,54.080761311744496,82.7514714791294,49.17681617242699,49.25127539227754,53.41525384730124,55.725854601971385,48.37143894781321,47.94827292693179,46.15081582474169,46.83605164087334,28.08044803937526,65.1124176371841,64.61443431079717
Harry Kane,28.805857225984273,,49.62103034083649,,57.16543444069847,63.96072051922832,47.34304130924336,54.23804562074284,59.69893548311984,49.99733846852797,57.05089781611199,,66.79448288949432,72.4855434604039,55.477843047026575,50.44721307526981,48.04597899235799
Neal Maupay,44.99317469070764,,57.04568590085146,,75.71151819017464,42.85154707681878,48.374166038776785,53.24465851133501,44.59193772366552,50.882910179242025,34.257614170188596,59.573079538376994,64.6488580964567,49.47992429144069,44.256313686288195,25.691547407197607,42.22460663660323
Kevin De Bruyne,48.768796898146014,50.77646443989718,42.13627384557092,,44.16373061636512,44.49865253688878,58.99378916367491,49.37641356248718,42.76190274251097,64.5136143481405,44.89905012651599,,56.92634779320864,34.18594812247846,53.13327205522553,44.96703232838789,50.77646443989718
Sadio Mane,39.51378751346316,,46.91957789259968,,54.93285930102344,54.51272979277667,45.62587229649626,31.589246582215324,38.93568023313871,41.48860112559405,59.61327924128395,49.09736675019456,41.11861699807056,44.60624291045115,69.81425517088603,47.013774658725296,52.60232745401605
Bruno Miguel Borges Fernandes,71.579603464516,,50.338860373553096,,32.38802360009613,24.28944524897496,41.84104955481984,53.93244877071008,42.602103620478,46.20392388201324,48.20258182522352,61.12068199919769,41.47501309126296,42.53769677264903,40.512947315297424,55.89115822813325,46.77958446612187
Michail Antonio,54.807687687186196,,44.961723997217945,,23.636419627881246,59.477442686192724,41.02492291926428,38.84696025765143,45.521907854434566,39.42375024588204,48.98549205971824,31.51726640450546,46.90664770190032,46.81266557527071,41.45673924959615,69.65517437480551,44.504601825618465
Roberto Firmino,34.105679650353714,,40.497866533032145,,47.41439936529272,47.05177144927624,39.38122569956257,27.2657417100799,33.606695803270846,35.81020773188844,51.454227312873385,42.377589379087674,35.49086198137711,38.501149265717984,60.25903290275608,40.57917093161668,45.40283890524066
Alexandre Lacazette,52.34458525470064,,20.8018120223371,,34.69584034897743,41.2813481675518,39.5696702594956,35.83324521145184,35.51976659429188,48.23485259598957,47.865949808853365,41.19863688714693,43.110886237861514,61.30174817249594,27.737544921189563,46.18848432859872,36.48502228788896
Ilkay Gundogan,39.03023464392959,40.63699429816515,33.72214940319815,,35.34474660730366,35.612788510669354,47.21341472502627,39.516517318327466,34.22284747657058,51.63099493708507,35.93323135256788,,45.55881738135193,27.359411377980138,42.523174808809706,35.987638298390486,40.63699429816515
Edinson Cavani,59.43766752970737,,41.79995839444458,,26.894093924970402,20.169264725045455,34.74361790459254,44.78397202473405,35.37557556204375,38.36642469846042,40.02605342765604,50.75287651821371,34.43967163258743,35.3220939468544,33.64079956616286,46.410428667167466,38.84443688003345
Mbaye Diagne,35.138466534815024,,40.176252708073115,,35.508323748256075,41.95681432038934,44.952025574767184,40.09575559616033,26.995015030327462,38.118864110295,33.76703793979181,35.45464144128153,38.99020209963305,33.27300859721527,34.56890780388182,34.87399464577658,50.94332860827326
Raheem Sterling,37.60734099840811,39.15552431758575,32.49276832115028,,34.05621181347246,34.314481930311324,45.49219351258709,38.07589565928928,32.97521285048368,49.74872558159309,34.6232426471176,,43.89791648386062,26.361991481582187,40.97294187337269,34.67566612299212,39.15552431758575
Danny Ings,34.65519941039332,,23.993659396070882,45.279355234876306,35.637835427080475,41.724335282598815,31.56044272558926,34.22873918072977,35.70938272140252,53.027521729615955,39.95417633932497,,30.012756289683743,30.72547278112983,41.405225287465626,45.279355234876306,30.996639504408993
Jorge Luiz Frello Filho,39.02940707507154,,35.459237997415066,,32.686788465601204,37.29819798031314,47.388915059864445,32.15696893752635,55.498067718603885,41.81563670705146,33.03084003331109,32.440769286490685,43.334289854704465,18.832421695981925,30.951487099009547,31.411047068725352,32.980903243648285
Wilfried Zaha,38.553439423286484,,34.074059086544715,,44.70292464537844,36.954870736222794,57.2508733270386,33.7191412753373,38.47619377893958,25.904622919033635,36.579153587050186,32.403107904933755,19.42720950979367,45.04745000339755,34.02254513413398,31.929033568764428,33.17258836034569
Diogo Jota,29.133111721048397,,34.59332528383425,,40.5014357742363,40.19167858133516,33.63948936889987,23.290428677581527,28.706879131254137,30.589121615591,43.9522615644639,36.19898675254434,30.316336099434544,32.88772704270943,51.47333686810482,34.66277559685129,38.78315846039504
Timo Werner,36.5447834019341,,33.201892350571654,,30.605937781288837,34.92378359351494,44.372122619857265,30.10984672209421,51.965044206312285,39.15364082610419,30.92808692377694,30.37558025635841,40.575616062286855,17.6335441245563,28.981106216279564,29.41141046151598,30.881329125009856
Che Adams,31.744801344914727,,21.978634202791106,41.476723880165935,32.644914045889024,38.22026008592178,28.90994718619105,31.354155915008008,32.71045268608332,48.574187185746226,36.59876187038129,,27.492237887501947,28.14509932881904,37.92794944927769,41.476723880165935,28.393493044864627
Chris Wood,33.36052414445482,34.57210595903441,44.27637060910424,,28.57995795420957,24.693103202208743,29.756510536573167,25.059740246932822,28.289387858519767,31.137669532414744,26.07752701341725,28.936039297684488,25.881252858315566,34.57210595903441,37.80688683780182,25.654836877610606,34.83855311607165
Heung-Min Son,18.568647072264476,,31.986390563998807,,36.84961598381082,41.22994974570537,30.51796787376946,34.96258136392054,38.48274518891918,32.22896389756462,36.77578411891925,,43.05663148363566,46.725166475636385,35.761771635161566,32.51895918337849,30.971091058028552
Marcus Rashford,49.2921355069064,,34.66504152997264,,22.30348829591153,16.726533378933595,28.813161635210395,37.13970802231385,29.337249200896625,31.81758443342035,33.193927880440334,42.089768503292994,28.561096548386338,29.2928964674768,27.89858552149921,38.48854159110868,32.2140037783799
Anwar El Ghazi,28.19763490543355,,26.814856550668228,,40.45477874843833,30.962641083515464,33.31846753423582,37.27855097598775,36.99344258205053,27.451632136854276,16.0767861438864,47.37736763303713,31.84057590478488,27.903926344429905,35.697004860142115,30.581620767599865,21.437102564697938
Anthony Martial,47.48940706408942,,33.39726005337669,,21.487797672821326,16.1148050137118,27.759397064592452,35.781422216247236,28.264317524786634,30.65394110878044,31.979948463571677,40.55044743204752,27.51655058631083,28.221586874346787,26.878269133970782,37.08092579326778,31.035862473056202
Pierre-Emerick Aubameyang,36.73935837842836,,14.600272847528421,,24.352144670156612,28.974348297776693,27.772964280948173,25.150460764562233,24.930437944555653,33.85483956424294,33.59591590217836,28.91629531372979,30.258455421847387,43.02616754674246,19.4682907207833,32.41854473481424,25.60792683249554
Bukayo Saka,36.595625029387136,,14.543153011855864,,24.256873128565587,28.860993565932173,27.664309656994615,25.052066015302184,24.83290397834084,33.7223911577765,33.46448046835862,28.803167699346954,30.140076949098923,42.8578386637445,19.39212600945156,32.29171546474964,25.507742364173456
Kortney Hause,25.51046740343121,,24.259464535151164,,36.59953460764159,28.011975072879494,30.14329686922143,33.725993783146414,33.46805554065294,24.835556923366664,14.544706683769398,42.86241724585474,28.806244794983563,25.244748569326145,32.29516524839123,27.667265086321827,19.394197706111836
Andi Zeqiri,25.726418036558307,,32.61786199253466,,43.29070310180166,24.50186769859515,27.65961784733711,30.444491914443596,25.496996796185638,29.09407987292306,19.587986603208375,34.06298751899252,36.96524107064348,28.291873722832847,25.305092038452024,14.69003894806575,24.14339261965522
Tammy Abraham,30.053242295961144,,27.30415732723538,,25.169328648627452,28.720184730170534,36.49019170845853,24.761359482717797,42.734363678564925,32.198681863132066,25.434253634723245,24.979890105914247,33.36806808829691,14.501253661384833,23.83311997073541,24.186988198680258,25.395801540477184
Aaron Connolly,24.955226886581496,,31.64008862105084,,41.99299398967649,23.76738443317484,26.830475894295105,29.531868839727345,24.732682920376597,28.22193759167611,19.000804901784093,33.041894163551895,35.85714795290242,27.443778873394216,24.546530819332006,14.249681179896694,23.41965522674514
Gabriel Fernando de Jesus,27.14079078233269,28.258097096551406,23.449661782269487,,24.57798119009234,24.764371799488224,32.83119927055684,27.478941358349243,23.797836518560285,35.90309011091356,24.987200901311642,,31.68062764977738,19.025149782260453,29.569706700852855,25.025034328324022,28.258097096551406
Tomas Soucek,32.8717227835485,,26.966460171471738,,14.176292895950603,35.672477536614295,24.60530539283795,23.299040015358887,27.302438740159808,23.64497835717796,29.379774687689313,18.902947521837678,28.132956981560998,28.0765898085686,24.864293635237328,41.776722921730865,26.692294375811926
Ross Barkley,23.708133145514907,,22.54551459770205,,34.01374917282539,26.032907362855582,28.013649625414683,31.343226230660825,31.103511524550314,23.08090561300323,13.517111904225063,39.834154307445544,26.771061314615853,23.46118755260952,30.013486838829248,25.712551403528916,18.02398263408906
Olivier Giroud,27.83219316235408,,25.286276049125266,,23.30921934534545,26.59765363073729,33.793427483118386,22.931400655499534,39.57613134912734,29.819076569595747,23.554565365383464,23.13378103285771,30.902040696383416,13.429555753929323,22.071761580819892,22.39947759818633,23.518955027436757
Raul Jimenez,24.16187762194476,,32.29074370962651,,26.594586084272,22.47314361612403,21.91171587550277,12.832387102518773,22.105097055922986,29.52792748619075,29.755499169015625,25.465966100984033,37.81630954870105,22.507170478200234,24.410052631166085,25.414942509060385,22.272734197441736
Phil Foden,25.278627090489472,26.319273617316888,21.840751080029708,,22.89165507829797,23.065257194237596,30.57860951620459,25.59357673142333,22.165037111030465,33.43973407365913,23.272797711943127,,29.50698005721636,17.71981039695904,27.54089204182586,23.30803534008268,26.319273617316888
