GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW7*,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW20,GW21,GW22,GW23,GW24,GW25,GW25*,GW26,GW27,GW28,GW28*,GW29,GW30,GW31,GW32,GW33,GW34,GW34*,GW35,GW35*,GW36,GW37,GW37*,GW38
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
2.0,12.0,21.0,31.0,43.0,51.0,62.0,,71.0,84.0,91.0,107.0,111.0,121.0,131.0,146.0,151.0,161.0,174.0,181.0,193.0,201.0,215.0,221.0,239.0,242.0,,251.0,269.0,271.0,,,296.0,301.0,312.0,321.0,340.0,281.0,348.0,,351.0,365.0,,371
