Name,GW24*,GW25,GW25*,GW26,GW27,GW28,GW29,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
Ademola Lookman,39.75755845525024,35.51413588600616,,35.37597380206809,22.507837547561095,17.375777443684374,38.968377217317354,35.2065221270251,29.40786053105619,27.166401334300904,,22.641756229299343,39.75755845525024,30.424160129895398,30.32601206365053,38.749213320462424
Bruno Miguel Borges Fernandes,,43.23946017006015,,25.265475935223883,19.38927715735763,31.57255225490716,,29.390684473526356,39.426890637457014,44.36465202705993,43.48402071146783,25.116038798083608,39.28624301732473,31.601510395089285,37.38788782793597,32.81563430986612
Raphael Dias Belloli,,27.371366395502058,28.317287254248413,32.768470716613024,26.33451749400983,21.073814769194822,31.185061572455766,33.05478222494177,16.172504977556212,20.949169955227852,28.225935940902744,24.514631828939507,32.88578423574066,37.00434781102254,28.317287254248413,42.11245863162544
Callum Wilson,,29.238836095802498,,28.353599945520358,43.62368277528155,33.94438173455689,25.394350199619307,34.06590510103715,38.33226514592422,27.279543264093817,21.700940154703225,26.19249620620239,27.304563884269466,16.75286244847166,34.240967657585045,32.30415125520124
Ashley Barnes,30.23056427974916,40.823500850999835,,31.879232045724375,24.511213247901033,31.684965290253388,,27.450565411863195,34.96194505847322,27.362010135365843,26.533596841592857,25.528483310163015,30.23056427974916,35.15968832766616,20.30796788608148,32.04305742614962
Pierre-Emerick Aubameyang,,16.326001533301756,,26.60884688881251,37.35556365201221,33.19790994664213,26.58446379102201,21.148002816205047,33.36851193035777,31.48104537637035,32.99560738663999,36.40813875145751,42.51215659819907,21.273830659619964,33.238697054359974,24.74730521851857
Harvey Barnes,,35.749920766289144,,27.58570391310996,26.74510364180713,36.06228242105627,,17.643965644296355,28.730572200673528,45.944074484714015,35.92198786041007,30.89374491750058,39.34729198653799,30.794081974965138,22.991222713979603,35.87790809441005
Raul Jimenez,,36.13293042355088,,35.92971349736864,32.64479830342233,20.87010509971137,,26.23512764585785,31.067365148551225,32.9300292353804,36.8646886541484,41.95352080906401,24.422110462807236,32.76166906627562,32.56202488588285,28.119407636833685
Tomas Soucek,,31.942656289773144,,15.708695408920317,35.22963909216306,27.416447293889647,24.55997870024118,26.586385858566636,25.60273378060983,35.031502409560844,20.46944105274351,35.94310401362063,31.74800303747275,23.811579282062734,40.90471986145734,27.50517875253155
Alexandre Lacazette,,15.56957299837685,,25.37598585868893,35.62477768908385,31.6597595102181,25.352732496853744,20.16815770506628,31.82245703500459,30.022441995537747,31.466830183996557,34.72124958885813,40.542451507428424,20.28815559856646,31.69865683910236,23.600694531780654
Heung-Min Son,,27.582311864195912,,38.75770504954056,34.48631182933637,26.483199951963755,,37.77471854733284,29.563350380650984,34.23409778888313,,34.62099930780236,37.98837074333909,28.668289223132252,34.32112165426919,27.60761018176814
Marcus Rashford,,37.69344250424237,,22.024853241949156,16.902352639354493,27.522965792171576,,25.620950654936298,34.369884117865716,38.6743140137676,37.90663500641749,21.894583342310217,34.24727636647465,27.548209677911398,32.59240967983174,28.606606563410786
Rodrigo Moreno,,24.20552599797697,25.042039294667052,28.97838779343024,23.28860162239416,18.636364874941776,27.57811969389425,29.231583799732295,14.30195277905374,18.526136790548946,24.961253901706133,21.67920846522813,29.082132538801257,32.72433279491229,25.042039294667052,37.241626797778345
Ross Barkley,,26.092064942839464,,35.902964073378726,27.094517029368042,35.70104051184362,,30.869638352276176,20.737278289341134,16.008927182895167,41.68650958289887,32.3547853974316,27.940442978627303,32.593153915375524,32.55315895175114,20.860662375683475
Phil Foden,32.11525576305884,24.844082210857387,,25.87516707809238,27.73359369779682,30.641103590048182,,25.898899613537527,35.63716648727954,32.19689348319385,,32.3518595861285,20.706226276965985,35.43673781054344,24.08702550088554,32.11525576305884
Che Adams,,19.774328837833757,34.03329218670898,30.66988738920099,31.016507478012464,23.002972951650243,,34.72252888520057,39.515655531371515,30.895842700375805,,24.73330246882523,19.657370063814522,29.262080411908006,34.03329218670898,24.71063803186938
Anthony Martial,,36.26112644309936,,21.187929126057885,16.260078823325998,26.477118468728506,,24.647378153016696,33.06386021102562,37.20472573964344,36.46621782675907,21.062609362494083,32.94591144114091,26.501403110085523,31.35392816277418,27.519581889796513
Mbaye Diagne,,36.209913564032895,,23.988335211668748,35.291545042623895,32.21930630016387,,20.62138792862833,27.70935267068261,25.7927856438752,32.06497513031869,26.783739477645366,24.742290079710884,20.4994190734279,25.76915034628895,35.491152515260985
